,ProcessedText,InformationType_coarse,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,ProcessedText_BERTlarge_length,InformationType_label
3202,"second, beautiful environment is one of basic physiological needs, which are the most fundamental requirements for people.",Claim,17,"[CLS] second, beautiful environment is one of basic physiological needs, which are the most fundamental requirements for people.",21,21,1
3203,this experience also makes them aware of what they would like to make of their life.,Premise,16,[CLS] this experience also makes them aware of what they would like to make of their life.,18,18,0
3204,"the consequence of this case made some people become geek, as too much of using email and messaging, without direct contacts.",Claim,21,"[CLS] the consequence of this case made some people become geek, as too much of using email and messaging, without direct contacts.",25,25,1
3205,"which do you prefer: do only what you already do well, or not.",None,13,"[CLS] which do you prefer: do only what you already do well, or not.",17,17,2
3206,they will meet new professors and new classmates which makes the academic experience different from that in their home country.,Premise,20,[CLS] they will meet new professors and new classmates which makes the academic experience different from that in their home country.,22,22,0
3207,"therefore, they should be able to deal with the obstacles that they may encounter.",Premise,14,"[CLS] therefore, they should be able to deal with the obstacles that they may encounter.",17,17,0
3208,"as a result, some military weapons need encouraging for police officers to protect the public and minimize the rate of violence.",Claim,21,"[CLS] as a result, some military weapons need encouraging for police officers to protect the public and minimize the rate of violence.",24,24,1
3209,"therefore, it is a good idea for children to past their first earlier life in the cities.",Claim,17,"[CLS] therefore, it is a good idea for children to past their first earlier life in the cities.",20,20,1
3210,there is an argument regrading weather letting a friend make a mistake is better than taking action that risks destroying a friendship.,Claim,22,[CLS] there is an argument regrading weather letting a friend make a mistake is better than taking action that risks destroying a friendship.,26,26,1
3211,"however, while the majority of people live on the fast lane, others decide to reduce the speed and take their time.",None,21,"[CLS] however, while the majority of people live on the fast lane, others decide to reduce the speed and take their time.",25,25,2
3212,"so, this example makes it obvious that these glamorous celebrities have a poor effect on the conduct of young people.",Claim,20,"[CLS] so, this example makes it obvious that these glamorous celebrities have a poor effect on the conduct of young people.",25,25,1
3213,"first of all, public transport is a key factor to minimize the number of vehicles on the street.",Claim,18,"[CLS] first of all, public transport is a key factor to minimize the number of vehicles on the street.",21,21,1
3214,"personally, i tend to disagree with this statement, while i believe that other factors contribute a slight incline level of violence.",None,21,"[CLS] personally, i tend to disagree with this statement, while i believe that other factors contribute a slight incline level of violence.",25,25,2
3215,there is also a burden on the government to highly concern about the people mental health initiatives which would be unconsciously or sensibly provided by the arts.,Premise,27,[CLS] there is also a burden on the government to highly concern about the people mental health initiatives which would be unconsciously or sensibly provided by the arts.,32,32,0
3216,if people do not own cars they are likely to stay in their hometown or village most of their life.,Premise,20,[CLS] if people do not own cars they are likely to stay in their hometown or village most of their life.,22,22,0
3217,"in conclusion, the main function of a university remains as the provision of knowledge and access to resources.",MajorClaim,18,"[CLS] in conclusion, the main function of a university remains as the provision of knowledge and access to resources.",21,21,3
3218,"also, highly qualified foreign language teachers are easily accessible in various schools and colleges.",Premise,14,"[CLS] also, highly qualified foreign language teachers are easily accessible in various schools and colleges.",17,17,0
3219,"in conclusion, providing professional training as a reward for good work has many advantages.",Claim,14,"[CLS] in conclusion, providing professional training as a reward for good work has many advantages.",17,17,1
3220,"children, for example, pay more attention on movies, music show provided by television and do not want to do anything else such as going to school or practicing exercise with friends will be taken apart by others.",Premise,37,"[CLS] children, for example, pay more attention on movies, music show provided by television and do not want to do anything else such as going to school or practicing exercise with friends will be taken apart by others.",42,42,0
3221,on the other hand there are people who say that technology alone could save the environment.,Claim,16,[CLS] on the other hand there are people who say that technology alone could save the environment.,18,18,1
3222,"i agree if a friend makes very a big mistake, we will need to end a friendship.",Premise,17,"[CLS] i agree if a friend makes very a big mistake, we will need to end a friendship.",20,20,0
3223,thus renewable resources are not as reliable as we think.,Premise,10,[CLS] thus renewable resources are not as reliable as we think.,12,12,0
3224,"if the student get involved himself in job in rest of the time, then it would cause an extra burden on them.",Claim,22,"[CLS] if the student get involved himself in job in rest of the time, then it would cause an extra burden on them.",25,25,1
3225,how to allocate governmental budget efficiently has always been a hot topic of discussion among the public.,None,17,[CLS] how to allocate governmental budget efficiently has always been a hot topic of discussion among the public.,21,21,2
3226,the zoo also let students have a chance to learning biology practically.,Premise,12,[CLS] the zoo also let students have a chance to learning biology practically.,14,14,0
3227,on the contrary they cannot do so in case of a bus.,Premise,12,[CLS] on the contrary they cannot do so in case of a bus.,14,14,0
3228,protect animals or not?,None,4,[CLS] protect animals or not?,6,6,2
3229,but i don't think that equal amount of money should be spent on academic issues like libraries and laboratories and physical or social activities.,MajorClaim,24,[CLS] but i don't think that equal amount of money should be spent on academic issues like libraries and laboratories and physical or social activities.,28,28,3
3230,"besides the methods, from my point of view, providing professional training can be effective in encouraging further good work.",MajorClaim,19,"[CLS] besides the methods, from my point of view, providing professional training can be effective in encouraging further good work.",23,23,3
3231,"as a token of goodwill, richer nations can provide financial service to poorer countries to encourage trading.",Premise,17,"[CLS] as a token of goodwill, richer nations can provide financial service to poorer countries to encourage trading.",20,20,0
3232,"furthermore, researchers, especially those who work on high-tech, would have wider range of references if they are good at english.",Premise,20,"[CLS] furthermore, researchers, especially those who work on high-tech, would have wider range of references if they are good at english.",27,27,0
3233,it is my belief the tendency of getting extra jobs will increase more in the future.,None,16,[CLS] it is my belief the tendency of getting extra jobs will increase more in the future.,18,18,2
3234,they are critical part of universities and a good university has to have a modern library.,Claim,16,[CLS] they are critical part of universities and a good university has to have a modern library.,18,18,1
3235,"in my view, both can help and each of them has its own advantages and disadvantages.",MajorClaim,16,"[CLS] in my view, both can help and each of them has its own advantages and disadvantages.",20,20,3
3236,and there is extrinsic motivation which comes from the praise and laud of other people.,None,15,[CLS] and there is extrinsic motivation which comes from the praise and laud of other people.,21,21,2
3237,"however, journalism is changing.",Premise,4,"[CLS] however, journalism is changing.",7,7,0
3238,"exhaust from transportation, especially cars, and factories' tosix fumes can lead people to face with various respiratory deseases.",Premise,18,"[CLS] exhaust from transportation, especially cars, and factories' tosix fumes can lead people to face with various respiratory deseases.",28,28,0
3239,"however, since both genders are equally important, both must be given equal opportunities.",None,13,"[CLS] however, since both genders are equally important, both must be given equal opportunities.",18,18,2
3240,"in addition, pets are important for depressed people as well because their presence make them feel better.",Premise,17,"[CLS] in addition, pets are important for depressed people as well because their presence make them feel better.",20,20,0
3241,"some people may believe that a zoo is futile in the era of globalization, which people can develop their knowledge fast and easily.",None,23,"[CLS] some people may believe that a zoo is futile in the era of globalization, which people can develop their knowledge fast and easily.",26,26,2
3242,todays life has some difficulty which become comfortable with the help of industry.,Premise,13,[CLS] todays life has some difficulty which become comfortable with the help of industry.,16,16,0
3243,"secondly, students should not be required to attend classes because they can manage the time spending on classes to do other benefit things if they already understand topic in the class very well.",Claim,33,"[CLS] secondly, students should not be required to attend classes because they can manage the time spending on classes to do other benefit things if they already understand topic in the class very well.",36,36,1
3244,"some people think that, adults need playing games as children do.",None,11,"[CLS] some people think that, adults need playing games as children do.",14,14,2
3245,"secondly, cost of living in the big city is extremely expensive, so this problem impresses some people who live under the poverty line to do anything to pay their basic needs.",Premise,31,"[CLS] secondly, cost of living in the big city is extremely expensive, so this problem impresses some people who live under the poverty line to do anything to pay their basic needs.",36,36,0
3246,"clearly, although pets aren't able to speak with us, we can nonetheless count on them.",Premise,15,"[CLS] clearly, although pets aren't able to speak with us, we can nonetheless count on them.",21,21,0
3247,"however, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.",None,21,"[CLS] however, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.",26,26,2
3248,"most people claim that in high school music must be taught as a main subject, while others say that this is an unnecessary subject and should at least be optional.",None,30,"[CLS] most people claim that in high school music must be taught as a main subject, while others say that this is an unnecessary subject and should at least be optional.",33,33,2
3249,"and if they can, they will be good people no matter how the story ends.",Premise,15,"[CLS] and if they can, they will be good people no matter how the story ends.",18,18,0
3250,"nevertheless, professors could teach students through research and projects.",Claim,9,"[CLS] nevertheless, professors could teach students through research and projects.",12,12,1
3251,should wealthy nations support poor ones?,None,6,[CLS] should wealthy nations support poor ones?,8,8,2
3252,"to make it convenient, i will absolutely choose a place to live that is not too far from my workplace.",Premise,20,"[CLS] to make it convenient, i will absolutely choose a place to live that is not too far from my workplace.",23,23,0
3253,"in conclusion, challenges for this generation are more complicated and diverse than the past generation, whether in career or in self-identification.",MajorClaim,21,"[CLS] in conclusion, challenges for this generation are more complicated and diverse than the past generation, whether in career or in self-identification.",27,27,3
3254,"in addition, sometimes animals from hot countries have to survive in the cold winter of somewhere in europe.",Premise,18,"[CLS] in addition, sometimes animals from hot countries have to survive in the cold winter of somewhere in europe.",21,21,0
3255,"after watching the movie, we may learn a lesson between jewels and death.",Premise,13,"[CLS] after watching the movie, we may learn a lesson between jewels and death.",16,16,0
3256,i agree with this viewpoint to some extent.,None,8,[CLS] i agree with this viewpoint to some extent.,10,10,2
3257,"indeed, boys do not like to seem weak in front of girls and vice versa.",Premise,15,"[CLS] indeed, boys do not like to seem weak in front of girls and vice versa.",18,18,0
3258,computers have revolutionized our lifestyle during last century.,Claim,8,[CLS] computers have revolutionized our lifestyle during last century.,11,11,1
3259,many people think that governments should spend money on improving roads and highways while the others say that it would be better to spend money on public transportation.,None,28,[CLS] many people think that governments should spend money on improving roads and highways while the others say that it would be better to spend money on public transportation.,30,30,2
3260,"this can at least assure me that if i feel bad, city can provide a high quality help.",Premise,18,"[CLS] this can at least assure me that if i feel bad, city can provide a high quality help.",21,21,0
3261,most of us only see the luxurious side of a rich athlete and ignore how may difficulties they've gone through and how much cost they've thrown into investing themselves.,Premise,29,[CLS] most of us only see the luxurious side of a rich athlete and ignore how may difficulties they've gone through and how much cost they've thrown into investing themselves.,35,35,0
3262,reducing such contents from tv shows is the widely accepted solution endorsed by the majority of governments throughout the world today.,None,21,[CLS] reducing such contents from tv shows is the widely accepted solution endorsed by the majority of governments throughout the world today.,23,23,2
3263,"they should not decide their future major without trying a broad range of subjects, otherwise they might miss valuable encounter with the subject.",Premise,23,"[CLS] they should not decide their future major without trying a broad range of subjects, otherwise they might miss valuable encounter with the subject.",26,26,0
3264,"as we were born, parents taught us from the very little things such as how to smile, how to walk to the ordinary routines such as eating.",Premise,27,"[CLS] as we were born, parents taught us from the very little things such as how to smile, how to walk to the ordinary routines such as eating.",31,31,0
3265,"everyday, i walk on hard roads, breath in polluted air, and live in a limited space.",Premise,16,"[CLS] everyday, i walk on hard roads, breath in polluted air, and live in a limited space.",22,22,0
3266,"if a subway and a sky train are available here, it will be more convenience to them.",Premise,17,"[CLS] if a subway and a sky train are available here, it will be more convenience to them.",20,20,0
3267,students may find that it is hard to study without being kept under supervision.,Claim,14,[CLS] students may find that it is hard to study without being kept under supervision.,16,16,1
3268,"therefore, i never have been rich in my life, because my salary is not dramatically changed.",Premise,16,"[CLS] therefore, i never have been rich in my life, because my salary is not dramatically changed.",20,20,0
3269,"therefore, some people assert that there is no need to learn other subjects for younger students.",None,16,"[CLS] therefore, some people assert that there is no need to learn other subjects for younger students.",19,19,2
3270,some people argue that companies by advertising their goods or services spend their money for nothing.,None,16,[CLS] some people argue that companies by advertising their goods or services spend their money for nothing.,18,18,2
3271,"his habits may be totally different from theirs, his behavior may be inappropriate, but they will have to live with him or even share a room, in order to have less expenses.",Premise,32,"[CLS] his habits may be totally different from theirs, his behavior may be inappropriate, but they will have to live with him or even share a room, in order to have less expenses.",37,37,0
3272,"for instance, electronic students always invent new machines such as robots, mp3 and remote control car.",Premise,16,"[CLS] for instance, electronic students always invent new machines such as robots, mp3 and remote control car.",21,21,0
3273,"gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries.",None,19,"[CLS] gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries.",22,22,2
3274,some people believe that this has brought more problems than benefits.,None,11,[CLS] some people believe that this has brought more problems than benefits.,13,13,2
3275,"consequently, mediocre students are not have a chance to gain these advance knowledge from college and university.",Premise,17,"[CLS] consequently, mediocre students are not have a chance to gain these advance knowledge from college and university.",22,22,0
3276,"to some extent, i do not agree with this assertion because i believe that criminal minds that breed violence not stringent gun control.",MajorClaim,23,"[CLS] to some extent, i do not agree with this assertion because i believe that criminal minds that breed violence not stringent gun control.",27,27,3
3277,"that's not enough, for higher education, which represent the cutting edge of a country's academic achievements, act as the vanguard in economic and social advance.",Premise,25,"[CLS] that's not enough, for higher education, which represent the cutting edge of a country's academic achievements, act as the vanguard in economic and social advance.",34,34,0
3278,"nowadays, computers enable people to prepare presentations, draw complex graphs and pictures, document thesis in a simple though efficient way.",Premise,20,"[CLS] nowadays, computers enable people to prepare presentations, draw complex graphs and pictures, document thesis in a simple though efficient way.",25,25,0
3279,"for instance, there are some regulations to limit the use of automobiles by time and to allow the people possess one car only.",Premise,23,"[CLS] for instance, there are some regulations to limit the use of automobiles by time and to allow the people possess one car only.",26,26,0
3280,people in big cities have many options to enjoy their life and spend their times with their friends in social places in contrary to people living in small towns who have few choices and at most cases one bar or one cinema to socialize with their friends.,Claim,47,[CLS] people in big cities have many options to enjoy their life and spend their times with their friends in social places in contrary to people living in small towns who have few choices and at most cases one bar or one cinema to socialize with their friends.,50,50,1
3281,"however, i do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers.",MajorClaim,20,"[CLS] however, i do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers.",28,28,3
3282,and i can study physics without consideration of my electronics.,Premise,10,[CLS] and i can study physics without consideration of my electronics.,12,12,0
3283,"on the other hand, the dramatic majority of tourist, particularly those who tend to spending a wealth of time and money locating and visiting rustic villages, are well educated.",Premise,29,"[CLS] on the other hand, the dramatic majority of tourist, particularly those who tend to spending a wealth of time and money locating and visiting rustic villages, are well educated.",34,34,0
3284,"nowaday, industrial in many countries still emit high intense of carbon dioxide, which caused of greenhouse effect.",Premise,17,"[CLS] nowaday, industrial in many countries still emit high intense of carbon dioxide, which caused of greenhouse effect.",23,23,0
3285,"as a result, most of them will be forced to take up careers which are poles apart from what they had studied for.",Claim,23,"[CLS] as a result, most of them will be forced to take up careers which are poles apart from what they had studied for.",26,26,1
3286,"to sum up, art is a very valuable object for every country and the talent in this area cannot be discovered everywhere, so i think governments should help and encourage artists to continue their work.",Claim,35,"[CLS] to sum up, art is a very valuable object for every country and the talent in this area cannot be discovered everywhere, so i think governments should help and encourage artists to continue their work.",39,39,1
3287,"futuermore, no matter who you are a top-level managers of a company or a low-level employee of that company, relating well to people is also a importent issue.",Premise,28,"[CLS] futuermore, no matter who you are a top-level managers of a company or a low-level employee of that company, relating well to people is also a importent issue.",40,40,0
3288,"personally, i think both government and common people should have the responsibility for the environment, but we need to analyze some specific situations.",MajorClaim,23,"[CLS] personally, i think both government and common people should have the responsibility for the environment, but we need to analyze some specific situations.",27,27,3
3289,"by contrast, parents are facing difficult generation gap with their children because they are less likely to know how to handle family conflicts in an efficient way.",Premise,27,"[CLS] by contrast, parents are facing difficult generation gap with their children because they are less likely to know how to handle family conflicts in an efficient way.",30,30,0
3290,it should be reporting and reflecting true phenomenon in the society.,Premise,11,[CLS] it should be reporting and reflecting true phenomenon in the society.,13,13,0
3291,the history shows that learning by doing things is the best way and the best method to learn things.,MajorClaim,19,[CLS] the history shows that learning by doing things is the best way and the best method to learn things.,21,21,3
3292,"but, the issue of what is the right age for young adults to leave their parents and start living on their own is a contentious one.",None,26,"[CLS] but, the issue of what is the right age for young adults to leave their parents and start living on their own is a contentious one.",29,29,2
3293,"the internet has been more and more popular for recent years, providing people with a huge source of information.",None,19,"[CLS] the internet has been more and more popular for recent years, providing people with a huge source of information.",22,22,2
3294,these kinds of languages are usually difficult and unpopular.,Premise,9,[CLS] these kinds of languages are usually difficult and unpopular.,11,11,0
3295,hence i support this point that the learning with a teacher is better.,MajorClaim,13,[CLS] hence i support this point that the learning with a teacher is better.,15,15,3
3296,artists in most countries are given the freedom to express their thoughts in whatever they do.,None,16,[CLS] artists in most countries are given the freedom to express their thoughts in whatever they do.,18,18,2
3297,"to begin with, famous people are usually diligent people not lucky people.",Claim,12,"[CLS] to begin with, famous people are usually diligent people not lucky people.",17,17,1
3298,"students who use distance-learning programs can cut down their commuting time, tuition fees, textbook fees and so forth just by an internet connection.",Premise,23,"[CLS] students who use distance-learning programs can cut down their commuting time, tuition fees, textbook fees and so forth just by an internet connection.",31,31,0
3299,this fact pushes them to work faster and faster.,Premise,9,[CLS] this fact pushes them to work faster and faster.,11,11,0
3300,"however, strict laws, like capital punishment, are essential in a society.",MajorClaim,11,"[CLS] however, strict laws, like capital punishment, are essential in a society.",16,16,3
3301,"in a word, attending boys and girls in a same school would bring many advantages.",MajorClaim,15,"[CLS] in a word, attending boys and girls in a same school would bring many advantages.",18,18,3
3302,"without their research, there will be less information of our ancestors to be known on the earth.",Premise,17,"[CLS] without their research, there will be less information of our ancestors to be known on the earth.",20,20,0
3303,"for example, russian news announced that the war between osetia and georgia had been initiated by georgia, however, european news announced that it was initiated by russia.",Premise,27,"[CLS] for example, russian news announced that the war between osetia and georgia had been initiated by georgia, however, european news announced that it was initiated by russia.",34,34,0
3304,some people believe that foreign language instruction should start in pre-school.,None,11,[CLS] some people believe that foreign language instruction should start in pre-school.,15,15,2
3305,the following are reasons why.,None,5,[CLS] the following are reasons why.,7,7,2
3306,"secondly, other celebrities such as musician also have achieved great success in their career.",Premise,14,"[CLS] secondly, other celebrities such as musician also have achieved great success in their career.",17,17,0
3307,"by taking up a job, a wife can earn more money to support her family life.",Premise,16,"[CLS] by taking up a job, a wife can earn more money to support her family life.",19,19,0
3308,"furthermore, the industrial exhaust gases are adulterating the air, causing the insalubrious phenomenon such as acid rain, global warming or climate change.",Premise,22,"[CLS] furthermore, the industrial exhaust gases are adulterating the air, causing the insalubrious phenomenon such as acid rain, global warming or climate change.",33,33,0
3309,politeness and tender words not only can help the speaker to earn a good reputation but also that encourage the listeners who were in need.,Premise,25,[CLS] politeness and tender words not only can help the speaker to earn a good reputation but also that encourage the listeners who were in need.,28,28,0
3310,"for example, when i face my parents, i can't speak out every idea and express consecutively.",Premise,16,"[CLS] for example, when i face my parents, i can't speak out every idea and express consecutively.",23,23,0
3311,"on the other hand, studying hard will give children a better future.",Claim,12,"[CLS] on the other hand, studying hard will give children a better future.",15,15,1
3312,should teachers be paid according to how much their students learn?,None,11,[CLS] should teachers be paid according to how much their students learn?,13,13,2
3313,"to conclude, i definitely feel that the current way of the juries judging the case should be transformed and they should know the facts about the criminals they are dealing with.",MajorClaim,31,"[CLS] to conclude, i definitely feel that the current way of the juries judging the case should be transformed and they should know the facts about the criminals they are dealing with.",35,35,3
3314,"when it comes to the question whether classmates or colleagues should work on projects in person or by email, i am of the view that wok in person is preferred because this means help to achieve a good communication.",Claim,39,"[CLS] when it comes to the question whether classmates or colleagues should work on projects in person or by email, i am of the view that wok in person is preferred because this means help to achieve a good communication.",43,43,1
3315,"since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",MajorClaim,18,"[CLS] since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",21,21,3
3316,"one of the best characteristics of a mature adult is responsibility, specially in financially matters.",None,15,"[CLS] one of the best characteristics of a mature adult is responsibility, specially in financially matters.",18,18,2
3317,this is understandable when labor market now has high competition; students have to meet requirements regard of qualification.,Premise,18,[CLS] this is understandable when labor market now has high competition; students have to meet requirements regard of qualification.,22,22,0
3318,"however, i strongly believe that television has more positive effects than negative effects.",MajorClaim,13,"[CLS] however, i strongly believe that television has more positive effects than negative effects.",16,16,3
3319,"along with the development of technologies, advanced medical care has played an important role in the improvement of life expectancy.",None,20,"[CLS] along with the development of technologies, advanced medical care has played an important role in the improvement of life expectancy.",24,24,2
3320,"first of all, friends is a treasure with respect to either our daylife or our career.",Premise,16,"[CLS] first of all, friends is a treasure with respect to either our daylife or our career.",20,20,0
3321,"for example, when a person goes jogging everyday, eventually he can understand his own body through direct observation.",Premise,18,"[CLS] for example, when a person goes jogging everyday, eventually he can understand his own body through direct observation.",22,22,0
3322,"as a result, such people might fail to get cured in time, thus influencing their working efficiency, which would destabilize the production of the industry.",Premise,25,"[CLS] as a result, such people might fail to get cured in time, thus influencing their working efficiency, which would destabilize the production of the industry.",33,33,0
3323,it is cost effective and there is a pool of opportunities available now to accomplish the same.,Claim,17,[CLS] it is cost effective and there is a pool of opportunities available now to accomplish the same.,19,19,1
3324,"as a consequence, children will learn behavior from what they see on tv not from their parents.",Claim,17,"[CLS] as a consequence, children will learn behavior from what they see on tv not from their parents.",20,20,1
3325,"there are various reasons why i maintain this viewpoint, and among those reasons are two important ones.",None,17,"[CLS] there are various reasons why i maintain this viewpoint, and among those reasons are two important ones.",20,20,2
3326,there are strong advantages to spend leisure time outdoors.,None,9,[CLS] there are strong advantages to spend leisure time outdoors.,11,11,2
3327,"recently, there has been a social concern with regard to whether or not mobiles phones have negative effects on our social life.",None,22,"[CLS] recently, there has been a social concern with regard to whether or not mobiles phones have negative effects on our social life.",26,26,2
3328,"also, the high sum which modern artists receive is related to the quality instead of the quantity and their rare talent.",Premise,21,"[CLS] also, the high sum which modern artists receive is related to the quality instead of the quantity and their rare talent.",24,24,0
3329,"on the contrary, fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the government.",Claim,25,"[CLS] on the contrary, fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the government.",28,28,1
3330,should one follow fashion trends rather than a personal style?,None,10,[CLS] should one follow fashion trends rather than a personal style?,12,12,2
3331,this was due to the lack of adequate controls by authorities and lead to a bad image of thailand tourism.,Premise,20,[CLS] this was due to the lack of adequate controls by authorities and lead to a bad image of thailand tourism.,22,22,0
3332,"over the time, there are also a lot of arguments concerning whether zoos are helpful in serving people or they are just some kinds of bad treatments to animals.",None,29,"[CLS] over the time, there are also a lot of arguments concerning whether zoos are helpful in serving people or they are just some kinds of bad treatments to animals.",33,33,2
3333,as every day we read and hear in televisions and newspapers that some factories hit the environment by their toxic substances.,Premise,21,[CLS] as every day we read and hear in televisions and newspapers that some factories hit the environment by their toxic substances.,24,24,0
3334,"america, for example, has recently drawn its intervention in russian crisis only due to the influx of oil.",Premise,18,"[CLS] america, for example, has recently drawn its intervention in russian crisis only due to the influx of oil.",22,22,0
3335,"for example, bill gates was attracted by the original huge computer, then he did everything he could to understand how it worked.",Premise,22,"[CLS] for example, bill gates was attracted by the original huge computer, then he did everything he could to understand how it worked.",26,26,0
3336,"this step has curbed down the numbers of smokers in the country and as a result, brunei remains a place known for its tranquility and cleanliness.",Premise,26,"[CLS] this step has curbed down the numbers of smokers in the country and as a result, brunei remains a place known for its tranquility and cleanliness.",34,34,0
3337,"even, with the help of ozone machines, bacterias, mold spores, or pesticide in vegetables, fruits and foods will be killed and removed, thus health and life of eaters is assured.",Premise,30,"[CLS] even, with the help of ozone machines, bacterias, mold spores, or pesticide in vegetables, fruits and foods will be killed and removed, thus health and life of eaters is assured.",41,41,0
3338,"second, learning abilities in each students is different.",Premise,8,"[CLS] second, learning abilities in each students is different.",11,11,0
3339,"some people tend to believe that communication in person is the best way of expression, while others seem to stand on the opposite position.",None,24,"[CLS] some people tend to believe that communication in person is the best way of expression, while others seem to stand on the opposite position.",27,27,2
3340,"beneficial changes will certainly take place if changes are made because for a change to happen, changes have to be done.",None,21,"[CLS] beneficial changes will certainly take place if changes are made because for a change to happen, changes have to be done.",24,24,2
3341,"for the above reasons, i believe that stress management is an essential skill for everyone to learn and find their own way to solve their stress.",MajorClaim,26,"[CLS] for the above reasons, i believe that stress management is an essential skill for everyone to learn and find their own way to solve their stress.",29,29,3
3342,"second, besides the academic knowledge, the awareness of social behavior is an important factor for human's life.",Premise,17,"[CLS] second, besides the academic knowledge, the awareness of social behavior is an important factor for human's life.",23,23,0
3343,"for example, last year, i shared a room off-campus with my friend, and we decided to split the rent and heating bills into half: i was able to save about fifty dollars for heating, and two hundred dollars for rent monthly.",Premise,41,"[CLS] for example, last year, i shared a room off-campus with my friend, and we decided to split the rent and heating bills into half: i was able to save about fifty dollars for heating, and two hundred dollars for rent monthly.",50,50,0
3344,"on the other hand, complained about the drawbacks of zoos are often heard.",Claim,13,"[CLS] on the other hand, complained about the drawbacks of zoos are often heard.",18,18,1
3345,"on the other hand, the development of technology is likely to bring some negative effects on the environment and society.",Claim,20,"[CLS] on the other hand, the development of technology is likely to bring some negative effects on the environment and society.",23,23,1
3346,"then, the earlier we jump into this area, the more skillful we will be.",None,14,"[CLS] then, the earlier we jump into this area, the more skillful we will be.",19,19,2
3347,"personally, i agree with this statement.",None,6,"[CLS] personally, i agree with this statement.",9,9,2
3348,"therefore, advertisers push the limits of creativity to dispose the consumers to purchase the product.",Claim,15,"[CLS] therefore, advertisers push the limits of creativity to dispose the consumers to purchase the product.",21,21,1
3349,"however, i completely disagree with this position.",None,7,"[CLS] however, i completely disagree with this position.",10,10,2
3350,"""blood diamond"", an adaptation of a real story in south africa, focuses on the link between diamonds and conflict.",Premise,19,"[CLS] ""blood diamond"", an adaptation of a real story in south africa, focuses on the link between diamonds and conflict.",25,25,0
3351,"for instance, you sometimes need knowledge about physics to read a text on chemistry.",Premise,14,"[CLS] for instance, you sometimes need knowledge about physics to read a text on chemistry.",17,17,0
3352,"the income of film and music industries produce millions of dollars each year for the goverment, for instance k-pop and hollywood, and these industries can not survive without goverment's financial assistance.",Premise,31,"[CLS] the income of film and music industries produce millions of dollars each year for the goverment, for instance k-pop and hollywood, and these industries can not survive without goverment's financial assistance.",43,43,0
3353,"furthermore, they can meet different people of the country.",Premise,9,"[CLS] furthermore, they can meet different people of the country.",12,12,0
3354,"nevertheless, co-operation helps to understand other's perspective and learn by their mistakes.",Claim,12,"[CLS] nevertheless, co-operation helps to understand other's perspective and learn by their mistakes.",19,19,1
3355,"therefore, i strongly agree that going to classes should be optional for the students.",MajorClaim,14,"[CLS] therefore, i strongly agree that going to classes should be optional for the students.",17,17,3
3356,education is important for the development of the world.,None,9,[CLS] education is important for the development of the world.,11,11,2
3357,"i would maintain that nowadays humans need farmland, housing and industry because of increasing population are more important than saving land for endangered animals.",MajorClaim,24,"[CLS] i would maintain that nowadays humans need farmland, housing and industry because of increasing population are more important than saving land for endangered animals.",27,27,3
3358,spending them on helping those not make contribution to society would not sound fair to tax payers.,Premise,17,[CLS] spending them on helping those not make contribution to society would not sound fair to tax payers.,20,20,0
3359,"however, i do not see any rational in believing in luck to reach one's goals.",Claim,15,"[CLS] however, i do not see any rational in believing in luck to reach one's goals.",20,20,1
3360,place of living has the most significant affect on our lives and we have to choose it according to several factors.,None,21,[CLS] place of living has the most significant affect on our lives and we have to choose it according to several factors.,23,23,2
3361,should all the advertisements be banned?,None,6,[CLS] should all the advertisements be banned?,8,8,2
3362,universities have quickly become the places to go when people seek to further develop their expertise.,None,16,[CLS] universities have quickly become the places to go when people seek to further develop their expertise.,18,18,2
3363,raising the salaries of professors so?,None,6,[CLS] raising the salaries of professors so?,8,8,2
3364,it enables to improve learners' spelling capacity and accompany reading or writing disabilities as well.,Premise,15,[CLS] it enables to improve learners' spelling capacity and accompany reading or writing disabilities as well.,18,18,0
3365,"admittedly, no one should suffer from any sort of deficiency in field of health, education, transportation and communication.",Premise,18,"[CLS] admittedly, no one should suffer from any sort of deficiency in field of health, education, transportation and communication.",24,24,0
3366,there is also another obvious advantage of living in a big city considering the chance of receiving better education of our offspring.,Claim,22,[CLS] there is also another obvious advantage of living in a big city considering the chance of receiving better education of our offspring.,24,24,1
3367,"although being much richer than local people, they faced the discrimination.",Premise,11,"[CLS] although being much richer than local people, they faced the discrimination.",14,14,0
3368,once a celebrity said: a man's manner is a mirror that reflects his virtues.,None,14,[CLS] once a celebrity said: a man's manner is a mirror that reflects his virtues.,19,19,2
3369,"contrastingly, in the past time, women worked at home and performed sophisticated work.",None,13,"[CLS] contrastingly, in the past time, women worked at home and performed sophisticated work.",18,18,2
