,ProcessedText,InformationType_coarse,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,ProcessedText_BERTlarge_length,InformationType_label
3850,"he shared his own experience with me, which helped me quite a lot.",Premise,13,"[CLS] he shared his own experience with me, which helped me quite a lot.",16,16,0
3851,"as far as i am concerned, both choices have their own advantages and disadvantages.",MajorClaim,14,"[CLS] as far as i am concerned, both choices have their own advantages and disadvantages.",18,18,3
3852,teenagers and adolescents spend free time in front of computers.,Premise,10,[CLS] teenagers and adolescents spend free time in front of computers.,12,12,0
3853,"to be precise, such abstract or complicated informatin, easily absorbed by those students, may prove as a matter of pressure for those who lack equivalent skills.",Premise,26,"[CLS] to be precise, such abstract or complicated informatin, easily absorbed by those students, may prove as a matter of pressure for those who lack equivalent skills.",32,32,0
3854,"large companies always look for new skilled employees to fill in their need of distributing, managing and selling their products in different countries.",Premise,23,"[CLS] large companies always look for new skilled employees to fill in their need of distributing, managing and selling their products in different countries.",26,26,0
3855,"in conclusion, while small towns have picturesque nature and pure air, big cities offer countless amount of opportunities and entertainment places.",Claim,21,"[CLS] in conclusion, while small towns have picturesque nature and pure air, big cities offer countless amount of opportunities and entertainment places.",25,25,1
3856,"in conclusion, while small towns have picturesque nature and pure air, big cities offer countless amount of opportunities and entertainment places.",Claim,21,"[CLS] in conclusion, while small towns have picturesque nature and pure air, big cities offer countless amount of opportunities and entertainment places.",25,25,1
3857,"in this age of modern technology, some people usually underestimate the importance of teaching handwriting for children.",None,17,"[CLS] in this age of modern technology, some people usually underestimate the importance of teaching handwriting for children.",22,22,2
3858,there is a view that universities and colleges should equally enroll male and female students in numbers in each faculty.,None,20,[CLS] there is a view that universities and colleges should equally enroll male and female students in numbers in each faculty.,22,22,2
3859,"however, the current job market affects the decision of universities.",Premise,10,"[CLS] however, the current job market affects the decision of universities.",13,13,0
3860,"therefore, developing countries should not totally depend on the financial support from powerful countries.",Claim,14,"[CLS] therefore, developing countries should not totally depend on the financial support from powerful countries.",17,17,1
3861,"what is worse, traffic congestion irritates drivers and as a result, it leads to an increase of traffic accidents.",Premise,19,"[CLS] what is worse, traffic congestion irritates drivers and as a result, it leads to an increase of traffic accidents.",25,25,0
3862,"for one thing, machines are more effective than human.",Premise,9,"[CLS] for one thing, machines are more effective than human.",12,12,0
3863,these impact on every living creature in the world.,Premise,9,[CLS] these impact on every living creature in the world.,11,11,0
3864,"you could choose to use public transportation, a cheaper option, or to have a car.",Premise,15,"[CLS] you could choose to use public transportation, a cheaper option, or to have a car.",19,19,0
3865,"thus, in my point of view, although it will take some time on it, high school students should take a course on basic economics.",Claim,24,"[CLS] thus, in my point of view, although it will take some time on it, high school students should take a course on basic economics.",29,29,1
3866,"hence, they all can share opinion and knowledge to one another.",Premise,11,"[CLS] hence, they all can share opinion and knowledge to one another.",14,14,0
3867,underdeveloped nations no doubt receive direct benefits through such deeds.,Premise,10,[CLS] underdeveloped nations no doubt receive direct benefits through such deeds.,15,15,0
3868,"because i was really satisfied with the fact that i could do preferably, i became to absorb myself to try more advanced level of math problems.",Premise,26,"[CLS] because i was really satisfied with the fact that i could do preferably, i became to absorb myself to try more advanced level of math problems.",30,30,0
3869,"however, some people might argue that parents shouldn't put so much stress on children, since learning too many skills seems to be a burden for them.",Claim,26,"[CLS] however, some people might argue that parents shouldn't put so much stress on children, since learning too many skills seems to be a burden for them.",32,32,1
3870,some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed.,None,23,[CLS] some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed.,29,29,2
3871,"thus, people are able to strengthen their knowledge.",Premise,8,"[CLS] thus, people are able to strengthen their knowledge.",11,11,0
3872,"on the other hand, i believe that if we are passionate about what we are working, we are likely to achieve success easily in that field.",Claim,26,"[CLS] on the other hand, i believe that if we are passionate about what we are working, we are likely to achieve success easily in that field.",30,30,1
3873,"for example, if someone tells a kid that something is wrong and they shouldn't do it, but his father told him/her that it was right, the kid will listen to the father instead of the other person, even if his father is wrong.",Premise,43,"[CLS] for example, if someone tells a kid that something is wrong and they shouldn't do it, but his father told him/her that it was right, the kid will listen to the father instead of the other person, even if his father is wrong.",53,53,0
3874,people are corrupting their ecosphere.,Claim,5,[CLS] people are corrupting their ecosphere.,9,9,1
3875,"finally, even people who are not interested in online game can still be negatively affected by using computer too much.",Claim,20,"[CLS] finally, even people who are not interested in online game can still be negatively affected by using computer too much.",23,23,1
3876,"at the same time, the authorities should also respect the value of arts which are individually and socially advantageous.",MajorClaim,19,"[CLS] at the same time, the authorities should also respect the value of arts which are individually and socially advantageous.",23,23,3
3877,"on the other hand, growing of cheap flights really have negative impact on environment.",Claim,14,"[CLS] on the other hand, growing of cheap flights really have negative impact on environment.",17,17,1
3878,"on the one hand, living in a dormitory helps students to familiarize themselves with the academic environment of the university.",Premise,20,"[CLS] on the one hand, living in a dormitory helps students to familiarize themselves with the academic environment of the university.",24,24,0
3879,"in short, if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive.",Claim,28,"[CLS] in short, if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive.",32,32,1
3880,"in concluding, learning several subjects in universities is better than specialize in one subject because it makes students have more chance to gain knowledge to use in their lives and opportunity to choose their own future.",Claim,36,"[CLS] in concluding, learning several subjects in universities is better than specialize in one subject because it makes students have more chance to gain knowledge to use in their lives and opportunity to choose their own future.",40,40,1
3881,"cultural events such as exhibitions and theatre plays can enrich one's and widen his horizons, things which aren't offered by small towns.",Claim,22,"[CLS] cultural events such as exhibitions and theatre plays can enrich one's and widen his horizons, things which aren't offered by small towns.",30,30,1
3882,"the first group was asked to discuss in person, while the second group was asked to discuss by email.",Premise,19,"[CLS] the first group was asked to discuss in person, while the second group was asked to discuss by email.",22,22,0
3883,"many studies has points out that numbers of overweight people have increased in developed countries in recent years, which mainly results from insufficient exercises.",Premise,24,"[CLS] many studies has points out that numbers of overweight people have increased in developed countries in recent years, which mainly results from insufficient exercises.",28,28,0
3884,"in sum, i am sure; some people will oppose the idea of part time job for students.",None,17,"[CLS] in sum, i am sure; some people will oppose the idea of part time job for students.",21,21,2
3885,for example recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area.,Premise,29,[CLS] for example recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area.,31,31,0
3886,"internet and computer also offer a more comprehensive access to knowledge, ranging from visual to aural stimuli, which make learning an ever enjoyable experience, especially for children.",Premise,27,"[CLS] internet and computer also offer a more comprehensive access to knowledge, ranging from visual to aural stimuli, which make learning an ever enjoyable experience, especially for children.",33,33,0
3887,"when they concentrate on computer for too long, their eyes will get tired, which is the main reason for some eyes problems, typically shortsighted.",Premise,24,"[CLS] when they concentrate on computer for too long, their eyes will get tired, which is the main reason for some eyes problems, typically shortsighted.",31,31,0
3888,"it is sure that advertising always makes the products so tempting, regardless of whether they might bring negative effects on the human body.",Premise,23,"[CLS] it is sure that advertising always makes the products so tempting, regardless of whether they might bring negative effects on the human body.",26,26,0
3889,"ever since charles babbage (know as ""father of computers"") invented computers, its development never had a pause.",None,17,"[CLS] ever since charles babbage (know as ""father of computers"") invented computers, its development never had a pause.",26,26,2
3890,"in conclusion, the government and corporations should take more responsibility for addressing environmental issues, but every citizen also can contribute to the environment.",MajorClaim,23,"[CLS] in conclusion, the government and corporations should take more responsibility for addressing environmental issues, but every citizen also can contribute to the environment.",27,27,3
3891,these factors affect people who work or study from home.,Claim,10,[CLS] these factors affect people who work or study from home.,12,12,1
3892,"if people can gradually change some lifestyles in these daily activities, this will have many significant impacts on environmental improvement.",Premise,20,"[CLS] if people can gradually change some lifestyles in these daily activities, this will have many significant impacts on environmental improvement.",24,24,0
3893,the appearance of information technology (it) in the last 20 years has brought about significant developments in life standard as well as work efficiency.,None,24,[CLS] the appearance of information technology (it) in the last 20 years has brought about significant developments in life standard as well as work efficiency.,28,28,2
3894,"in fact, those good endings sometimes are helpful.",Premise,8,"[CLS] in fact, those good endings sometimes are helpful.",11,11,0
3895,"for instance, a would-be mathematician student may be strongly intrigued by philosophy and make a success in the field.",Premise,19,"[CLS] for instance, a would-be mathematician student may be strongly intrigued by philosophy and make a success in the field.",24,24,0
3896,"first of all, a large factory can stimulate local economic growth and reduce the unemployment rate.",Claim,16,"[CLS] first of all, a large factory can stimulate local economic growth and reduce the unemployment rate.",19,19,1
3897,"thus, the environment our grandparents live is more comfortable than today.",Claim,11,"[CLS] thus, the environment our grandparents live is more comfortable than today.",14,14,1
3898,"they won't be able to get proper time for relaxation, sleep.",Premise,11,"[CLS] they won't be able to get proper time for relaxation, sleep.",16,16,0
3899,in recent years it has become more common for teachers to use technological tools in the learning process.,None,18,[CLS] in recent years it has become more common for teachers to use technological tools in the learning process.,20,20,2
3900,sometimes these changes adversely affect our lives that make elderly people think they used to live in a better world than the modern world the younger generation are experiencing.,None,29,[CLS] sometimes these changes adversely affect our lives that make elderly people think they used to live in a better world than the modern world the younger generation are experiencing.,32,32,2
3901,"children should be taught about balanced diets, nutritious food as well as harmful ones, thereby they will have a fundamental grasp of how to lead a healthy lifestyle.",Premise,28,"[CLS] children should be taught about balanced diets, nutritious food as well as harmful ones, thereby they will have a fundamental grasp of how to lead a healthy lifestyle.",35,35,0
3902,"relatively, these do not come at a significant and inexpensive cost.",Premise,11,"[CLS] relatively, these do not come at a significant and inexpensive cost.",14,14,0
3903,"while, others claim that studying only one subject is more effective.",None,11,"[CLS] while, others claim that studying only one subject is more effective.",14,14,2
3904,"last but not least, while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power.",Premise,29,"[CLS] last but not least, while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power.",33,33,0
3905,"in conclusion, richer nations should take more responsibility for helping the poorer nations in all health, education and trade.",MajorClaim,19,"[CLS] in conclusion, richer nations should take more responsibility for helping the poorer nations in all health, education and trade.",23,23,3
3906,i felt that people around me happy and group of santas also happy to see people happy.,Premise,17,[CLS] i felt that people around me happy and group of santas also happy to see people happy.,20,20,0
3907,"as a case in point, more information about facts would make students more familiar with the real life other that only their concepts.",Premise,23,"[CLS] as a case in point, more information about facts would make students more familiar with the real life other that only their concepts.",26,26,0
3908,"apart from the one i have mentioned above, another equally crucible aspect is that it is easy to be deceived without face-to face communication.",Premise,24,"[CLS] apart from the one i have mentioned above, another equally crucible aspect is that it is easy to be deceived without face-to face communication.",32,32,0
3909,the provision of direct airlines makes it possible for them to travel conveniently and comfortably.,Premise,15,[CLS] the provision of direct airlines makes it possible for them to travel conveniently and comfortably.,18,18,0
3910,"first of all, my country has a lot of land which is useful for the agriculture.",Premise,16,"[CLS] first of all, my country has a lot of land which is useful for the agriculture.",19,19,0
3911,"second, technology also makes teaching simpler.",Claim,6,"[CLS] second, technology also makes teaching simpler.",9,9,1
3912,"moreover, attending in the school having boys and girls might be beneficial for both to increase their motivation to study better.",Claim,21,"[CLS] moreover, attending in the school having boys and girls might be beneficial for both to increase their motivation to study better.",24,24,1
3913,few individuals assume that this trend reflects and enhances the high level of violence in society.,MajorClaim,16,[CLS] few individuals assume that this trend reflects and enhances the high level of violence in society.,19,19,3
3914,"secondly, people will get respect from politeness within each other.",Claim,10,"[CLS] secondly, people will get respect from politeness within each other.",14,14,1
3915,"another significant fact which should be taken into consideration is that by the help of teachers, students can understand ideas faster and easier since teachers explain them thoroughly in the class and after that give them a lot of examples to clarify the points.",Claim,44,"[CLS] another significant fact which should be taken into consideration is that by the help of teachers, students can understand ideas faster and easier since teachers explain them thoroughly in the class and after that give them a lot of examples to clarify the points.",47,47,1
3916,social skills seem to be less important as they cannot contribute to the success of a surgery.,Premise,17,[CLS] social skills seem to be less important as they cannot contribute to the success of a surgery.,19,19,0
3917,"and this definitely helps to reserve our invaluable natural resource, gasoline.",Premise,11,"[CLS] and this definitely helps to reserve our invaluable natural resource, gasoline.",17,17,0
3918,"for example, indians don't eat beef since they worship cows.",Premise,10,"[CLS] for example, indians don't eat beef since they worship cows.",15,15,0
3919,"first, critics of zoology argue that keeping animals in captivity is wrong because animals should be considered non-human persons and they should have the right of having freedom.",Premise,28,"[CLS] first, critics of zoology argue that keeping animals in captivity is wrong because animals should be considered non-human persons and they should have the right of having freedom.",33,33,0
3920,"it is like travelling to a place is much better than viewing the landscape of that place on tv or photos, so the best method to learn one thing is to experience it.",Premise,33,"[CLS] it is like travelling to a place is much better than viewing the landscape of that place on tv or photos, so the best method to learn one thing is to experience it.",36,36,0
3921,some people might argue that people enjoy watching tv when they know they can learn many things such as learning a language by watching movies.,Premise,25,[CLS] some people might argue that people enjoy watching tv when they know they can learn many things such as learning a language by watching movies.,27,27,0
3922,"if you keep doing what you already do well, you can be better good at it.",Premise,16,"[CLS] if you keep doing what you already do well, you can be better good at it.",19,19,0
3923,"for example, monuments that represent each city do not only illustrate the city's history and culture, but also make the city more beautiful and an attractive place for tourists.",Premise,29,"[CLS] for example, monuments that represent each city do not only illustrate the city's history and culture, but also make the city more beautiful and an attractive place for tourists.",35,35,0
3924,"in opposite situation if i am being rude, i can not get along well with each other.",Premise,17,"[CLS] in opposite situation if i am being rude, i can not get along well with each other.",20,20,0
3925,"in my opinion, spending the budget for space exploration is an important activity to save living of humanity in the future.",MajorClaim,21,"[CLS] in my opinion, spending the budget for space exploration is an important activity to save living of humanity in the future.",24,24,3
3926,people can send or receive electronic letters anywhere and anytime they want.,Premise,12,[CLS] people can send or receive electronic letters anywhere and anytime they want.,14,14,0
3927,"overcoming all these obstacles, they should be paid a great deal of money for their extraordinary efforts.",Premise,17,"[CLS] overcoming all these obstacles, they should be paid a great deal of money for their extraordinary efforts.",20,20,0
3928,we should put our own survival and sustainment in order first before considering the conservation of other species.,Claim,18,[CLS] we should put our own survival and sustainment in order first before considering the conservation of other species.,21,21,1
3929,"however, while i accept that sedentary lifestyle is one of the key factors, i believe that some other factors are having even a greater impact.",None,25,"[CLS] however, while i accept that sedentary lifestyle is one of the key factors, i believe that some other factors are having even a greater impact.",31,31,2
3930,"of course, it may be true when talking about this topic.",None,11,"[CLS] of course, it may be true when talking about this topic.",14,14,2
3931,space exploration has used as a tools for military power in the cold war.,Premise,14,[CLS] space exploration has used as a tools for military power in the cold war.,16,16,0
3932,"however, buying habit is a very personal things for individuals, the advertisement is not the only cause for people to buy, sometimes it depends on one's needs and ability of consumption.",Premise,31,"[CLS] however, buying habit is a very personal things for individuals, the advertisement is not the only cause for people to buy, sometimes it depends on one's needs and ability of consumption.",38,38,0
3933,he also has access to the most up-to-date language.,Premise,9,[CLS] he also has access to the most up-to-date language.,15,15,0
3934,"for example, when i was young i just came home from school and then i would took my bike or soccer ball and go out and play with my friends in my neighborhood.",Premise,33,"[CLS] for example, when i was young i just came home from school and then i would took my bike or soccer ball and go out and play with my friends in my neighborhood.",36,36,0
3935,"from my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.",MajorClaim,22,"[CLS] from my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.",29,29,3
3936,"so other several, prefer numbers of short breaks during the year so that student can get rejuvenate periodically.",None,18,"[CLS] so other several, prefer numbers of short breaks during the year so that student can get rejuvenate periodically.",24,24,2
3937,it is highly recommended that zoos should be seen with different perspective in order to function at their most efficiency.,None,20,[CLS] it is highly recommended that zoos should be seen with different perspective in order to function at their most efficiency.,23,23,2
3938,"in addition, people can gain more knowledge by using the internet, the most useful technology in the world.",Claim,18,"[CLS] in addition, people can gain more knowledge by using the internet, the most useful technology in the world.",22,22,1
3939,capital punishment is a controversial debate in many countries.,None,9,[CLS] capital punishment is a controversial debate in many countries.,11,11,2
3940,"as we destroy the natural habitat, like forests, jungles and lakes, to make place for our industry and farmland, we rob the ecosystem.",Premise,23,"[CLS] as we destroy the natural habitat, like forests, jungles and lakes, to make place for our industry and farmland, we rob the ecosystem.",30,30,0
3941,"first of all, the zoo should be considered as a means of education with regard to providing real and vivid materials for learners.",Claim,23,"[CLS] first of all, the zoo should be considered as a means of education with regard to providing real and vivid materials for learners.",26,26,1
3942,learner could learn how to use tools and see actual organs of fog.,Premise,13,[CLS] learner could learn how to use tools and see actual organs of fog.,16,16,0
3943,"however, it is difficult to find a community which can perfectly meet our requirements.",None,14,"[CLS] however, it is difficult to find a community which can perfectly meet our requirements.",17,17,2
3944,"third, i love travelling around the world.",None,7,"[CLS] third, i love travelling around the world.",10,10,2
3945,"the people living in the neighborhood will be a bit perturbed, but i think this isn't a important reason for ceasing the competitions.",Premise,23,"[CLS] the people living in the neighborhood will be a bit perturbed, but i think this isn't a important reason for ceasing the competitions.",32,32,0
3946,"what's more, a smooth surface makes the transportation and movement become safer and easier.",Premise,14,"[CLS] what's more, a smooth surface makes the transportation and movement become safer and easier.",19,19,0
3947,"as you can see, if the policy of raising salary was supported, the demonstration would not happen.",Premise,17,"[CLS] as you can see, if the policy of raising salary was supported, the demonstration would not happen.",21,21,0
3948,"for instance, in some industrial cities, a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances.",Premise,31,"[CLS] for instance, in some industrial cities, a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances.",36,36,0
3949,"for example, when i did not know what major to choose when i attend university, my father told a lot about different majors.",Premise,23,"[CLS] for example, when i did not know what major to choose when i attend university, my father told a lot about different majors.",27,27,0
3950,"therefore, companies save time and resources for searching new staffs and organizing an orientation.",Claim,14,"[CLS] therefore, companies save time and resources for searching new staffs and organizing an orientation.",18,18,1
3951,"on the other hand, the fact of knowing a man's utilization of his money remains in the dark.",Premise,18,"[CLS] on the other hand, the fact of knowing a man's utilization of his money remains in the dark.",23,23,0
3952,"since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",MajorClaim,18,"[CLS] since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",21,21,3
3953,a large number of industries fire many forces because of doing their works by new technologies and computers.,Claim,18,[CLS] a large number of industries fire many forces because of doing their works by new technologies and computers.,20,20,1
3954,"admittedly, in concerning the social relationship with peers, some may support that children should watch tv and movies for their rich contents that could give children some topics in conversation.",Claim,30,"[CLS] admittedly, in concerning the social relationship with peers, some may support that children should watch tv and movies for their rich contents that could give children some topics in conversation.",35,35,1
3955,"when you have just few close friends, on one hand you develop a more intimate relationship with them and you feel you can trust them more, but on the other hand they often will give you viewpoints not so different from yours, adding less to your experience.",Premise,47,"[CLS] when you have just few close friends, on one hand you develop a more intimate relationship with them and you feel you can trust them more, but on the other hand they often will give you viewpoints not so different from yours, adding less to your experience.",53,53,0
3956,and also when you see an airport?,None,7,[CLS] and also when you see an airport?,9,9,2
3957,"in conclusion, i strongly agree with notion that dancing is an important part of culture because dancing are represent to believe of people.",Claim,23,"[CLS] in conclusion, i strongly agree with notion that dancing is an important part of culture because dancing are represent to believe of people.",26,26,1
3958,"unfortunately, i spent most of my salary hanging out with my friend.",Premise,12,"[CLS] unfortunately, i spent most of my salary hanging out with my friend.",15,15,0
3959,"after classes students and not only the students will get together in building of high school, participate in different competitions.",Premise,20,"[CLS] after classes students and not only the students will get together in building of high school, participate in different competitions.",23,23,0
3960,"trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice.",Claim,30,"[CLS] trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice.",33,33,1
3961,"students who use distance-learning programs can cut down their commuting time, tuition fees, textbook fees and so forth just by an internet connection.",Premise,23,"[CLS] students who use distance-learning programs can cut down their commuting time, tuition fees, textbook fees and so forth just by an internet connection.",31,31,0
3962,"according to this opinion, giving equal education for both men and women is a must.",Claim,15,"[CLS] according to this opinion, giving equal education for both men and women is a must.",18,18,1
3963,"secondly, restaurants are places that people usually come with their families.",Premise,11,"[CLS] secondly, restaurants are places that people usually come with their families.",14,14,0
3964,they will not need to worry about financial problems or if they will get on well with their roommate.,Claim,19,[CLS] they will not need to worry about financial problems or if they will get on well with their roommate.,21,21,1
3965,smoking brings a person great enjoyment and relief.,None,8,[CLS] smoking brings a person great enjoyment and relief.,10,10,2
3966,"on the contrary, fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the government.",Claim,25,"[CLS] on the contrary, fixed punishment will reduce the time taken by judges to give their judgement and it will be effective economically for the government.",28,28,1
3967,"although some people view that government should be take a responsibility for this unfair situation, critics against such view.",None,19,"[CLS] although some people view that government should be take a responsibility for this unfair situation, critics against such view.",22,22,2
3968,"now, many students learn from internet after class and they find it quite helpful.",None,14,"[CLS] now, many students learn from internet after class and they find it quite helpful.",17,17,2
3969,this would not happen or at least would happen rarely if one decides to spend time with one or two close friends.,Premise,22,[CLS] this would not happen or at least would happen rarely if one decides to spend time with one or two close friends.,24,24,0
3970,they should not act on suspicion.,Premise,6,[CLS] they should not act on suspicion.,8,8,0
3971,"firstly, extra income that women earn will contribute to their family's expenses.",Premise,12,"[CLS] firstly, extra income that women earn will contribute to their family's expenses.",17,17,0
3972,common belief that a jury should obtain all information regarding a suspect has fostered some lawyers to protest against the current rules in those two countries.,None,26,[CLS] common belief that a jury should obtain all information regarding a suspect has fostered some lawyers to protest against the current rules in those two countries.,29,29,2
3973,nowadays men and women are equally participating in every field.,None,10,[CLS] nowadays men and women are equally participating in every field.,12,12,2
3974,"on the other hand, more people can sleep a bit later to go to work because they only need a couple of time to prepare for the breakfasts.",Premise,28,"[CLS] on the other hand, more people can sleep a bit later to go to work because they only need a couple of time to prepare for the breakfasts.",32,32,0
3975,a great number of plants and animals died out because they were unable to fit into the new environment.,Premise,19,[CLS] a great number of plants and animals died out because they were unable to fit into the new environment.,21,21,0
3976,should students be required to attend classes?,None,7,[CLS] should students be required to attend classes?,9,9,2
3977,"in this case, students learn things easily.",Premise,7,"[CLS] in this case, students learn things easily.",10,10,0
3978,"in addition, sometimes animals from hot countries have to survive in the cold winter of somewhere in europe.",Premise,18,"[CLS] in addition, sometimes animals from hot countries have to survive in the cold winter of somewhere in europe.",21,21,0
3979,a well-informed man can act sensibly and make sound judgment.,Premise,10,[CLS] a well-informed man can act sensibly and make sound judgment.,16,16,0
3980,"as living in a competent world, we are like playing a survival game.",Premise,13,"[CLS] as living in a competent world, we are like playing a survival game.",16,16,0
3981,i just shocked and did not know what happened.,Premise,9,[CLS] i just shocked and did not know what happened.,11,11,0
3982,"nonetheless, looking from another perspective, supplying hand phones to the unemployed is a waste of the taxpayers' money.",Premise,18,"[CLS] nonetheless, looking from another perspective, supplying hand phones to the unemployed is a waste of the taxpayers' money.",23,23,0
3983,"it is clearly seen that mass media provide people with a variety of global news on all fields, including political situation, economic change, global warming, and so forth.",Premise,28,"[CLS] it is clearly seen that mass media provide people with a variety of global news on all fields, including political situation, economic change, global warming, and so forth.",34,34,0
3984,"in conclusion, installation of manufacturing plant is a trend of industrialization for many countries.",None,14,"[CLS] in conclusion, installation of manufacturing plant is a trend of industrialization for many countries.",18,18,2
3985,"in this condition, because he is thinking about the movie or whatever has happened in it, it is obvious that he wouldnt be able to concentrate on his study perfectly.",Premise,30,"[CLS] in this condition, because he is thinking about the movie or whatever has happened in it, it is obvious that he wouldnt be able to concentrate on his study perfectly.",35,35,0
3986,"last but not least, knowledge is worth mentioning as a key factor to help young workers outrank the elderly.",Claim,19,"[CLS] last but not least, knowledge is worth mentioning as a key factor to help young workers outrank the elderly.",23,23,1
3987,"there will not be such worries when young adults live in their own home, because parents will take care for them.",Premise,21,"[CLS] there will not be such worries when young adults live in their own home, because parents will take care for them.",24,24,0
3988,"it is possible to get frustrate along the way, but it is vital to never give up on your dream.",Premise,20,"[CLS] it is possible to get frustrate along the way, but it is vital to never give up on your dream.",25,25,0
3989,this essay will discuss some arguments for and against animal domestication.,None,11,[CLS] this essay will discuss some arguments for and against animal domestication.,14,14,2
3990,its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way.,None,19,[CLS] its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way.,24,24,2
3991,the main reason why i believe artists should be funded is because art helps to improve the quality of our lives as well as attracting tourists.,Premise,26,[CLS] the main reason why i believe artists should be funded is because art helps to improve the quality of our lives as well as attracting tourists.,28,28,0
3992,first is stay in homeland to study foreign language.,None,9,[CLS] first is stay in homeland to study foreign language.,11,11,2
3993,it makes me feel better and gives me the confidence.,Premise,10,[CLS] it makes me feel better and gives me the confidence.,12,12,0
3994,"i agree with both opinions that international tourism not only causes tension but also leads to understanding between people from different culture, because most people will be trying to understand each other after they have conflict or debates.",Claim,38,"[CLS] i agree with both opinions that international tourism not only causes tension but also leads to understanding between people from different culture, because most people will be trying to understand each other after they have conflict or debates.",41,41,1
3995,"first of all, i find the excitement of big cities to be attractive, living in a dynamic environment can turn into a very rich experience that sharpens one's personality and open one's eyes on the real world.",Claim,37,"[CLS] first of all, i find the excitement of big cities to be attractive, living in a dynamic environment can turn into a very rich experience that sharpens one's personality and open one's eyes on the real world.",46,46,1
3996,and then he or she will teach me the course efficiently in a short time and therefore i will learn faster and better and won't get discouraged and confused.,Premise,29,[CLS] and then he or she will teach me the course efficiently in a short time and therefore i will learn faster and better and won't get discouraged and confused.,33,33,0
3997,"but, more often, the pressure of work and family commitment force them to abandon their lifelong hobbies, and as a result, they cannot spend enough time and effort to their favorite games as they did in 15 or 20 years ago.",Premise,41,"[CLS] but, more often, the pressure of work and family commitment force them to abandon their lifelong hobbies, and as a result, they cannot spend enough time and effort to their favorite games as they did in 15 or 20 years ago.",48,48,0
3998,"it will be good for children, because indirectly they will learn how to socialize each other as a team.",Premise,19,"[CLS] it will be good for children, because indirectly they will learn how to socialize each other as a team.",23,23,0
3999,"the basic needs: jobs, good environment, and love in family.",None,10,"[CLS] the basic needs: jobs, good environment, and love in family.",15,15,2
4000,"companies vary from small to large ones based on the context, success and needs of their work.",None,17,"[CLS] companies vary from small to large ones based on the context, success and needs of their work.",20,20,2
4001,"the answer, perhaps, is that hardly would rational people do so.",Premise,11,"[CLS] the answer, perhaps, is that hardly would rational people do so.",15,15,0
4002,"i have different reasons to hold that, such as having a better chance to find work, having a better salary and having the opportunity to travel around the world to attend international conferences.",Claim,33,"[CLS] i have different reasons to hold that, such as having a better chance to find work, having a better salary and having the opportunity to travel around the world to attend international conferences.",37,37,1
4003,"moreover, schools are also improve their quality because they have high performance teachers.",Claim,13,"[CLS] moreover, schools are also improve their quality because they have high performance teachers.",16,16,1
4004,"after all, they know where and what to put high emphasis on in order to achieve their objectives.",Premise,18,"[CLS] after all, they know where and what to put high emphasis on in order to achieve their objectives.",21,21,0
4005,"firstly, pictures can influence the way people think.",Claim,8,"[CLS] firstly, pictures can influence the way people think.",11,11,1
4006,a lot of students often complain about their roommate playing music too loud or bringing friends over at inappropriate times.,Premise,20,[CLS] a lot of students often complain about their roommate playing music too loud or bringing friends over at inappropriate times.,22,22,0
4007,"when the consumers are impressed by the way a product is advertised, they can be convinced to consider that the product is a need in some cases.",Premise,27,"[CLS] when the consumers are impressed by the way a product is advertised, they can be convinced to consider that the product is a need in some cases.",30,30,0
4008,he was living in an illusion that he can solve his financial issues with this lottery.,Premise,16,[CLS] he was living in an illusion that he can solve his financial issues with this lottery.,18,18,0
4009,a healthy competition which involves raising one's own level above others is the best approach.,Premise,15,[CLS] a healthy competition which involves raising one's own level above others is the best approach.,19,19,0
4010,"they have given their effort to the society so that young people, the governments have a responsibility to improve the medicare system.",Premise,22,"[CLS] they have given their effort to the society so that young people, the governments have a responsibility to improve the medicare system.",25,25,0
4011,"however, this is not as simple as it sounds.",Premise,9,"[CLS] however, this is not as simple as it sounds.",12,12,0
